Date;Download;Upload;Ping
2020/08/30 09:25:25;89.02;89.65;3.93
2020/08/30 09:30:26;69.47;53.02;5.11
2020/08/30 09:35:24;89.03;89.89;3.98
2020/08/30 09:40:24;71.27;66.38;5.52
2020/08/30 09:45:24;89.25;89.16;4.3
2020/08/30 09:50:25;89.16;89.49;3.96
2020/08/30 09:55:24;88.93;89.58;3.94
2020/08/30 10:00:25;88.9;89.29;4.38
2020/08/30 10:05:25;89.32;89.58;4.02
2020/08/30 10:10:26;88.94;89.17;3.83
2020/08/30 10:15:25;89.43;89.7;4.03
2020/08/30 10:20:25;89.14;89.65;4.03
2020/08/30 10:25:25;89.32;89.71;3.98
2020/08/30 10:30:26;89.06;89.73;3.97
2020/08/30 10:35:25;88.81;89.49;3.91
2020/08/30 10:40:25;85.7;73.07;5.26
2020/08/30 10:45:25;88.96;89.49;3.92
2020/08/30 10:50:26;89.09;89.19;4.87
2020/08/30 10:55:25;89.43;89.58;3.96
2020/08/30 11:00:25;89.07;89.82;4.11
2020/08/30 11:05:25;89.06;89.32;3.88
2020/08/30 11:10:28;89.16;89.15;3.93
2020/08/30 11:15:25;87.25;89.46;4.02
2020/08/30 11:20:25;88.01;89.57;5.39
2020/08/30 11:25:25;87.65;89.73;3.9
2020/08/30 11:30:25;89.1;89.27;5.13
2020/08/30 11:35:25;89.42;89.49;3.87
2020/08/30 11:40:25;69.26;39.73;5.86
2020/08/30 11:45:25;89.2;88.27;4.29
2020/08/30 11:50:26;89.07;89.78;5.25
2020/08/30 11:55:25;89.15;89.52;3.9
2020/08/30 12:00:25;89.24;89.59;5.42
2020/08/30 12:05:25;89.17;89.6;3.96
2020/08/30 12:10:25;89.19;89.33;4.51
2020/08/30 12:15:24;89.04;89.79;3.77
2020/08/30 12:20:25;88.85;89.11;4.26
2020/08/30 12:25:25;89.38;89.56;4.07
2020/08/30 12:30:25;89.02;89.39;4.61
2020/08/30 12:35:25;89.19;89.34;4.34
2020/08/30 12:40:25;89.05;89.24;5.9
2020/08/30 12:45:25;88.83;89.32;4.37
2020/08/30 12:50:25;89.16;89.77;3.95
2020/08/30 12:55:25;89.24;89.48;3.99
2020/08/30 13:00:26;89.13;89.21;3.83
2020/08/30 13:05:25;89.12;89.78;3.86
2020/08/30 13:10:25;89.05;89.48;3.92
2020/08/30 13:15:25;89.09;89.01;3.98
2020/08/30 13:20:25;88.66;66.05;5.25
2020/08/30 13:25:24;89.24;89.46;3.89
2020/08/30 13:30:25;89.16;89.48;5.12
2020/08/30 13:35:25;89.31;89.48;4.02
2020/08/30 13:40:26;87.17;77.49;5.46
2020/08/30 13:45:25;89.12;89.67;3.91
2020/08/30 13:50:25;88.87;89.51;4.73
2020/08/30 13:55:25;88.82;89.61;3.88
2020/08/30 14:00:25;89.19;89.73;5.06
2020/08/30 14:05:25;89.19;89.36;3.93
2020/08/30 14:10:25;76.01;47.3;5.44
2020/08/30 14:15:25;89.13;89.73;3.93
2020/08/30 14:20:26;88.47;89.58;4.89
2020/08/30 14:25:25;89.06;89.63;3.9
2020/08/30 14:30:25;76.67;50.72;5.16
2020/08/30 14:35:25;89.16;89.71;4.11
2020/08/30 14:40:25;84.73;66.9;5.07
2020/08/30 14:45:25;89.04;89.37;3.8
2020/08/30 14:50:26;86.15;52.13;4.95
2020/08/30 14:55:25;88.97;89.54;4.02
2020/08/30 15:00:25;74.03;61.57;5.68
2020/08/30 15:05:25;89.06;89.39;3.87
2020/08/30 15:10:25;89.03;89.44;4.7
2020/08/30 15:15:25;89.09;89.62;4.17
2020/08/30 15:20:25;89.14;89.63;4.27
2020/08/30 15:25:24;89.09;89.78;4.08
2020/08/30 15:30:29;89.07;89.41;5.39
2020/08/30 15:35:25;89.05;89.49;3.97
2020/08/30 15:40:25;89.22;89.69;6.12
2020/08/30 15:45:25;89.14;89.77;3.88
2020/08/30 15:50:26;89.02;89.33;4.17
2020/08/30 15:55:25;88.94;89.71;3.91
2020/08/30 16:00:25;88.87;89.64;3.86
2020/08/30 16:05:25;88.74;89.44;3.9
2020/08/30 16:10:25;89.07;89.41;4.75
2020/08/30 16:15:24;89.05;89.56;3.89
2020/08/30 16:20:26;89.03;89.5;5.51
2020/08/30 16:25:24;89.2;89.41;3.88
2020/08/30 16:30:25;89.07;89.06;5.38
2020/08/30 16:35:25;89.06;89.71;3.88
2020/08/30 16:45:26;89.41;77.71;4.64
2020/08/30 16:50:25;80.21;38.33;4.9
2020/08/30 16:55:25;89.06;89.52;4.4
2020/08/30 17:00:25;89.11;89.41;4.07
2020/08/30 17:05:25;89.18;89.13;5.38
2020/08/30 17:10:25;89.13;89.37;4.42
2020/08/30 17:15:25;89.18;89.59;3.74
2020/08/30 17:20:26;89.07;89.62;3.88
2020/08/30 17:25:25;89.26;89.36;4.23
2020/08/30 17:30:25;89.05;89.24;3.89
2020/08/30 17:35:25;89.3;89.48;3.92
2020/08/30 17:40:25;89.2;89.72;4.0
2020/08/30 17:45:25;87.48;89.15;4.13
2020/08/30 17:50:25;88.88;89.37;3.93
2020/08/30 17:55:25;89.04;89.64;4.08
2020/08/30 18:00:25;89.15;89.34;4.01
2020/08/30 18:05:25;89.38;89.31;3.97
2020/08/30 18:10:26;88.85;89.75;4.01
2020/08/30 18:15:25;89.29;89.32;4.08
2020/08/30 18:20:25;89.13;86.77;4.07
2020/08/30 18:25:25;89.38;89.73;3.89
2020/08/30 18:30:25;89.16;89.77;4.23
2020/08/30 18:35:25;89.26;89.49;3.78
2020/08/30 18:40:26;89.1;89.43;3.97
2020/08/30 18:45:24;89.23;89.7;4.04
2020/08/30 18:50:25;89.19;88.03;3.94
2020/08/30 18:55:25;89.29;89.22;4.17
2020/08/30 19:00:25;89.23;89.04;4.4
2020/08/30 19:05:25;89.04;89.67;3.82
2020/08/30 19:10:25;89.13;89.42;4.48
2020/08/30 19:15:25;89.03;89.49;3.87
2020/08/30 19:20:25;89.15;89.63;4.68
2020/08/30 19:25:25;89.33;89.28;4.07
2020/08/30 19:30:26;88.82;89.53;5.12
2020/08/30 19:35:25;89.18;89.64;3.93
2020/08/30 19:40:25;89.0;89.6;5.44
2020/08/30 19:45:25;89.3;89.67;3.96
2020/08/30 19:50:25;89.15;89.59;5.15
2020/08/30 19:55:25;88.69;89.52;3.96
2020/08/30 20:00:25;89.2;89.69;4.71
2020/08/30 20:05:24;89.06;89.41;3.89
2020/08/30 20:10:25;89.19;89.57;5.13
2020/08/30 20:15:24;89.11;89.82;3.9
2020/08/30 20:20:24;88.84;89.29;5.25
2020/08/30 20:25:24;89.27;89.76;3.9
2020/08/30 20:30:24;89.01;89.6;5.31
2020/08/30 20:35:24;89.1;89.44;3.92
2020/08/30 20:40:24;89.1;89.41;6.09
2020/08/30 20:45:24;89.27;89.76;4.17
2020/08/30 20:50:25;89.05;89.46;5.03
2020/08/30 20:55:24;89.34;89.67;3.88
2020/08/30 21:00:25;85.54;89.46;5.62
2020/08/30 21:05:24;89.13;89.51;3.99
2020/08/30 21:10:24;89.21;89.54;4.4
2020/08/30 21:15:24;89.15;89.43;3.87
2020/08/30 21:20:25;85.69;55.12;5.58
2020/08/30 21:25:25;88.99;89.69;3.83
2020/08/30 21:30:25;89.15;89.62;4.3
2020/08/30 21:35:25;89.2;89.3;3.88
2020/08/30 21:40:25;89.19;89.57;4.31
2020/08/30 21:45:25;89.27;89.41;3.92
2020/08/30 21:50:25;88.99;89.42;4.25
2020/08/30 21:55:25;88.61;89.72;3.89
2020/08/30 22:00:25;89.05;89.4;4.16
2020/08/30 22:05:24;89.33;89.61;4.21
2020/08/30 22:10:26;89.22;89.35;5.39
2020/08/30 22:15:25;89.32;89.82;3.88
2020/08/30 22:20:25;89.23;89.77;5.05
2020/08/30 22:25:25;89.19;89.49;4.07
2020/08/30 22:30:25;89.11;89.56;4.8
2020/08/30 22:35:25;89.24;89.35;3.85
2020/08/30 22:40:25;76.3;39.51;5.28
2020/08/30 22:45:24;89.33;89.54;4.64
2020/08/30 22:50:25;89.19;89.15;4.38
2020/08/30 22:55:25;89.34;89.52;4.12
2020/08/30 23:00:25;89.13;89.38;4.51
2020/08/30 23:05:25;88.75;89.28;4.04
2020/08/30 23:10:25;89.11;89.57;3.99
2020/08/30 23:15:25;89.37;89.53;4.03
2020/08/30 23:20:25;89.07;89.38;4.34
2020/08/30 23:25:25;89.36;89.73;3.89
2020/08/30 23:30:25;89.13;89.71;5.01
2020/08/30 23:35:25;89.35;89.55;3.93
2020/08/30 23:40:25;89.16;89.39;4.94
2020/08/30 23:45:25;89.21;89.38;4.2
2020/08/30 23:50:25;89.07;89.61;4.98
2020/08/30 23:55:25;89.15;89.48;4.21
2020/08/31 00:00:25;87.82;89.54;4.09
2020/08/31 00:05:25;89.24;89.74;3.89
2020/08/31 00:10:26;88.79;89.56;4.07
2020/08/31 00:20:25;89.13;81.82;6.34
2020/08/31 00:25:24;89.2;89.03;3.94
2020/08/31 00:30:24;89.25;89.54;5.45
2020/08/31 00:35:24;89.36;89.69;4.03
2020/08/31 00:40:26;89.05;89.6;3.83
2020/08/31 00:45:24;89.35;89.72;3.99
2020/08/31 00:50:25;89.12;89.46;4.05
2020/08/31 00:55:25;89.43;89.56;4.11
2020/08/31 01:00:26;89.22;89.15;4.13
2020/08/31 01:05:25;89.14;89.32;3.92
2020/08/31 01:10:25;88.68;89.75;5.38
2020/08/31 01:15:25;88.96;89.66;4.06
2020/08/31 01:20:25;89.28;89.4;6.01
2020/08/31 01:25:25;89.17;89.46;3.84
2020/08/31 01:30:26;85.56;46.4;5.23
2020/08/31 01:35:24;89.42;89.54;3.86
2020/08/31 01:40:24;89.17;89.6;5.08
2020/08/31 01:45:24;88.94;89.28;3.92
2020/08/31 01:50:27;87.82;77.59;5.94
2020/08/31 01:55:24;89.12;89.41;4.1
2020/08/31 02:00:25;89.25;89.56;5.23
2020/08/31 02:05:24;89.39;89.67;4.33
2020/08/31 02:10:25;77.22;41.69;5.07
2020/08/31 02:15:24;89.19;89.29;4.38
2020/08/31 02:20:28;89.14;89.45;6.64
2020/08/31 02:25:25;89.14;89.73;4.07
2020/08/31 02:30:28;88.87;89.53;4.37
2020/08/31 02:35:25;88.76;89.46;3.89
2020/08/31 02:40:25;89.17;89.74;5.7
2020/08/31 02:45:25;89.16;89.52;3.82
2020/08/31 02:50:25;89.2;89.59;6.02
2020/08/31 02:55:25;89.3;89.48;4.15
2020/08/31 03:00:25;88.97;89.24;4.66
2020/08/31 03:05:25;89.33;89.44;4.0
2020/08/31 03:10:28;89.08;89.55;4.54
2020/08/31 03:15:25;89.2;89.01;3.76
2020/08/31 03:20:25;89.08;66.43;5.58
2020/08/31 03:25:25;89.13;89.62;3.88
2020/08/31 03:30:25;89.12;89.49;5.07
2020/08/31 03:35:25;89.04;89.55;3.92
2020/08/31 03:40:25;89.07;89.66;4.34
2020/08/31 03:45:25;88.98;89.5;4.02
2020/08/31 03:50:33;88.97;89.48;5.04
2020/08/31 03:55:24;89.23;89.56;3.93
2020/08/31 04:00:25;89.24;89.64;5.1
2020/08/31 04:05:25;89.25;89.24;3.92
2020/08/31 04:10:25;89.14;89.8;4.48
2020/08/31 04:15:25;89.05;89.83;4.0
2020/08/31 04:20:25;88.21;61.41;5.01
2020/08/31 04:25:24;89.36;89.45;4.33
2020/08/31 04:30:29;79.61;57.34;4.9
2020/08/31 04:35:25;89.28;89.81;3.94
2020/08/31 04:40:25;89.21;89.37;5.37
2020/08/31 04:45:25;89.0;89.02;4.07
2020/08/31 04:50:27;89.14;89.52;5.16
2020/08/31 04:55:24;89.14;89.9;3.98
2020/08/31 05:00:25;89.16;89.59;5.47
2020/08/31 05:05:24;89.02;89.68;3.84
2020/08/31 05:10:24;89.08;89.72;4.41
2020/08/31 05:15:24;89.37;89.21;4.16
2020/08/31 05:20:27;82.15;64.74;6.01
2020/08/31 05:25:24;89.1;89.6;4.54
2020/08/31 05:30:24;89.26;89.48;4.89
2020/08/31 05:35:24;89.39;89.59;4.25
2020/08/31 05:40:25;89.18;89.29;4.53
2020/08/31 05:45:25;89.01;89.44;3.83
2020/08/31 05:50:25;89.07;89.91;4.42
2020/08/31 05:55:24;89.27;89.57;3.98
2020/08/31 06:00:27;88.96;89.35;4.79
2020/08/31 06:05:25;89.02;89.48;3.91
2020/08/31 06:10:25;88.99;89.47;4.14
2020/08/31 06:15:25;88.79;89.27;3.88
2020/08/31 06:20:25;81.3;61.52;5.54
2020/08/31 06:25:24;89.13;89.06;3.77
2020/08/31 06:30:26;88.94;89.59;5.24
2020/08/31 06:35:25;89.12;89.59;3.95
2020/08/31 06:40:25;89.21;89.09;5.07
2020/08/31 06:45:25;89.18;89.78;3.86
2020/08/31 06:50:25;89.12;88.84;4.65
2020/08/31 06:55:24;89.12;89.65;4.21
2020/08/31 07:00:24;89.15;89.28;5.25
2020/08/31 07:05:24;89.04;89.6;4.24
2020/08/31 07:10:25;89.07;89.55;5.57
2020/08/31 07:15:25;88.57;89.51;3.84
2020/08/31 07:20:25;84.91;72.13;5.41
2020/08/31 07:25:25;89.4;89.45;3.88
2020/08/31 07:30:25;89.16;89.27;4.17
2020/08/31 07:35:25;89.18;89.39;3.9
2020/08/31 07:40:25;89.26;89.51;4.04
2020/08/31 07:45:25;89.44;89.58;4.05
2020/08/31 07:50:25;89.15;89.53;4.02
2020/08/31 07:55:25;89.29;89.61;3.79
2020/08/31 08:00:25;88.58;89.4;5.62
2020/08/31 08:05:25;89.17;89.74;3.87
2020/08/31 08:10:25;81.25;55.94;5.96
2020/08/31 08:15:25;89.2;89.46;3.92
2020/08/31 08:20:25;88.74;62.6;5.73
2020/08/31 08:25:25;89.21;89.73;4.01
2020/08/31 08:30:25;88.1;78.07;5.11
2020/08/31 08:35:25;89.03;89.47;3.88
2020/08/31 08:40:25;89.09;89.87;4.93
2020/08/31 08:45:25;89.01;89.51;3.99
2020/08/31 08:50:24;88.65;89.47;5.57
2020/08/31 08:55:25;89.15;89.53;4.01
2020/08/31 09:00:25;89.04;89.7;3.99
2020/08/31 09:05:25;89.36;89.71;3.94
2020/08/31 09:10:28;88.7;89.46;4.27
2020/08/31 09:15:24;89.14;89.81;4.19
2020/08/31 09:20:24;73.71;44.63;4.89
2020/08/31 09:25:24;89.04;89.33;3.98
2020/08/31 09:30:24;89.0;89.65;4.66
2020/08/31 09:35:24;89.44;89.62;4.11
2020/08/31 09:40:25;89.06;89.58;4.52
2020/08/31 09:45:25;89.17;89.54;3.84
2020/08/31 09:50:25;89.04;89.5;5.3
2020/08/31 09:55:24;89.29;89.22;4.39
2020/08/31 10:00:25;88.82;89.32;3.92
2020/08/31 10:05:25;89.33;89.83;4.06
2020/08/31 10:10:25;89.23;89.54;5.27
2020/08/31 10:15:25;88.97;89.51;3.85
2020/08/31 10:20:24;88.95;89.18;6.05
2020/08/31 10:25:25;89.05;89.61;3.81
2020/08/31 10:30:25;89.12;89.82;4.1
2020/08/31 10:35:24;89.41;89.46;4.24
2020/08/31 10:40:24;89.17;89.29;4.23
2020/08/31 10:45:24;89.29;89.28;4.1
2020/08/31 10:50:27;89.05;89.43;5.13
2020/08/31 10:55:25;89.04;89.52;3.88
2020/08/31 11:00:25;89.11;89.53;4.21
2020/08/31 11:05:25;89.13;89.28;3.87
2020/08/31 11:10:25;89.11;89.29;4.26
2020/08/31 11:15:25;88.97;89.21;4.0
2020/08/31 11:20:25;86.64;60.69;5.01
2020/08/31 11:25:25;89.43;89.62;3.94
2020/08/31 11:30:26;88.87;89.48;4.57
2020/08/31 11:35:25;89.34;89.31;3.78
2020/08/31 11:40:25;89.09;89.94;3.91
2020/08/31 11:45:25;89.33;89.58;3.98
2020/08/31 11:50:26;89.06;89.55;4.09
2020/08/31 11:55:25;89.39;89.54;4.0
2020/08/31 12:00:26;89.08;89.6;4.41
2020/08/31 12:05:25;89.08;89.31;3.84
2020/08/31 12:10:26;89.06;89.46;5.33
2020/08/31 12:15:25;88.75;89.51;3.91
2020/08/31 12:20:26;85.8;53.69;5.75
2020/08/31 12:25:25;89.34;89.49;3.92
2020/08/31 12:30:25;89.2;89.6;5.31
2020/08/31 12:35:25;89.35;89.49;3.93
2020/08/31 12:40:25;84.84;89.73;4.05
2020/08/31 12:45:25;87.73;89.68;3.97
2020/08/31 12:50:26;87.23;89.32;4.17
2020/08/31 12:55:25;88.99;89.45;3.8
2020/08/31 13:00:25;88.98;89.27;4.63
2020/08/31 13:05:25;88.96;89.59;3.85
2020/08/31 13:10:25;85.09;45.66;6.38
2020/08/31 13:15:25;89.05;89.65;4.1
2020/08/31 13:20:26;76.58;63.84;5.97
2020/08/31 13:25:25;89.28;89.47;3.97
2020/08/31 13:30:24;89.16;89.77;4.53
2020/08/31 13:35:24;89.22;89.58;4.25
2020/08/31 13:40:27;88.89;89.3;5.15
2020/08/31 13:45:25;88.95;89.4;3.88
2020/08/31 13:50:25;89.05;89.21;5.52
2020/08/31 13:55:24;89.09;89.34;4.49
2020/08/31 14:00:25;85.0;89.55;4.56
2020/08/31 14:05:24;89.17;89.45;4.09
2020/08/31 14:10:24;89.09;89.43;4.63
2020/08/31 14:15:24;89.08;89.46;4.37
2020/08/31 14:20:25;82.07;60.03;6.38
2020/08/31 14:25:25;89.07;89.52;4.65
2020/08/31 14:30:25;89.05;89.46;4.38
2020/08/31 14:35:24;89.16;89.76;3.96
2020/08/31 14:40:25;89.23;89.59;6.15
2020/08/31 14:45:24;89.15;89.46;4.73
2020/08/31 14:50:26;88.75;89.82;5.83
2020/08/31 14:55:24;89.19;89.57;4.25
2020/08/31 15:00:24;89.22;89.48;5.41
2020/08/31 15:05:24;89.06;89.02;4.31
2020/08/31 15:10:26;89.14;89.14;4.18
2020/08/31 15:15:25;88.74;89.34;3.96
2020/08/31 15:20:25;88.25;52.69;4.96
2020/08/31 15:25:25;89.29;89.8;3.94
2020/08/31 15:30:28;88.99;89.31;4.98
2020/08/31 15:35:24;89.44;89.49;4.3
2020/08/31 15:40:24;89.27;89.52;6.0
2020/08/31 15:45:24;89.04;89.19;4.54
2020/08/31 15:50:25;37.32;83.36;5.83
2020/08/31 15:55:24;86.83;89.57;4.46
2020/08/31 16:00:25;63.29;32.65;5.82
2020/08/31 16:05:24;89.12;89.48;4.28
2020/08/31 16:10:26;87.93;89.44;5.76
2020/08/31 16:15:25;88.96;89.54;3.92
2020/08/31 16:20:26;79.58;47.39;5.85
2020/08/31 16:25:25;89.12;89.72;3.9
2020/08/31 16:35:24;88.03;89.41;4.48
2020/08/31 16:40:24;85.06;73.82;5.58
2020/08/31 16:45:25;89.35;89.55;3.97
2020/08/31 16:50:25;83.7;53.68;5.86
2020/08/31 16:55:25;88.93;89.75;4.62
2020/08/31 17:00:25;78.73;70.29;4.67
2020/08/31 17:05:25;88.74;89.94;3.88
2020/08/31 17:10:26;88.55;88.87;5.54
2020/08/31 17:15:25;88.97;89.34;4.7
2020/08/31 17:20:25;89.03;89.6;6.14
2020/08/31 17:25:25;89.44;89.44;4.07
2020/08/31 17:30:25;88.78;89.66;5.71
2020/08/31 17:35:25;89.33;89.28;4.05
2020/08/31 17:40:25;89.29;89.43;4.37
2020/08/31 17:45:25;89.15;89.4;4.4
2020/08/31 17:50:25;89.31;89.59;4.14
2020/08/31 17:55:24;89.04;89.53;4.33
2020/08/31 18:00:26;89.29;89.69;4.25
2020/08/31 18:05:24;89.32;89.75;4.4
2020/08/31 18:10:29;88.55;89.26;4.48
2020/08/31 18:15:24;89.41;89.49;4.53
2020/08/31 18:20:25;88.95;89.5;6.47
2020/08/31 18:25:24;89.35;89.28;4.49
2020/08/31 18:30:24;89.12;89.5;4.46
2020/08/31 18:35:24;89.21;89.78;4.28
2020/08/31 18:40:26;88.63;63.46;5.65
2020/08/31 18:45:25;88.9;89.34;4.29
2020/08/31 18:50:25;89.17;89.47;4.48
2020/08/31 18:55:25;89.19;89.55;3.87
2020/08/31 19:00:25;89.02;89.27;5.82
2020/08/31 19:05:25;88.66;89.32;3.9
2020/08/31 19:10:25;89.11;89.59;5.05
2020/08/31 19:15:25;89.35;89.41;3.96
2020/08/31 19:20:25;89.2;70.96;5.53
2020/08/31 19:25:25;89.09;89.45;4.19
2020/08/31 19:30:28;89.07;89.53;4.77
2020/08/31 19:35:24;89.16;89.43;4.11
2020/08/31 19:40:30;81.0;62.71;5.38
2020/08/31 19:45:25;89.1;89.64;4.58
2020/08/31 19:50:25;89.05;89.63;4.84
2020/08/31 19:55:25;89.11;89.4;4.33
2020/08/31 20:00:25;89.05;89.3;4.55
2020/08/31 20:05:24;89.21;89.62;4.39
2020/08/31 20:10:24;89.22;89.26;4.32
2020/08/31 20:15:24;89.19;89.71;4.21
2020/08/31 20:20:25;89.1;89.78;6.33
2020/08/31 20:25:25;89.08;89.43;4.09
2020/08/31 20:30:24;88.86;89.76;5.59
2020/08/31 20:35:24;89.35;89.74;4.22
2020/08/31 20:40:32;88.97;89.76;4.3
2020/08/31 20:45:24;89.05;89.45;4.57
2020/08/31 20:50:25;89.07;89.24;4.45
2020/08/31 20:55:25;88.9;89.51;5.38
2020/08/31 21:00:25;88.96;89.29;4.33
2020/08/31 21:05:25;89.01;89.58;3.92
2020/08/31 21:10:25;89.19;89.51;5.23
2020/08/31 21:15:25;89.26;89.68;3.93
2020/08/31 21:20:27;83.71;59.32;5.8
2020/08/31 21:25:24;88.79;89.58;4.42
2020/08/31 21:30:24;89.21;89.55;4.55
2020/08/31 21:35:24;89.21;89.85;4.2
2020/08/31 21:40:24;89.18;89.59;5.33
2020/08/31 21:45:25;89.19;89.73;3.98
2020/08/31 21:50:26;89.08;89.18;5.3
2020/08/31 21:55:25;89.2;89.46;4.39
2020/08/31 22:00:25;89.24;88.98;4.8
2020/08/31 22:05:25;88.82;89.78;4.38
2020/08/31 22:10:26;88.97;89.76;4.59
2020/08/31 22:15:25;89.37;89.7;4.27
2020/08/31 22:20:25;89.16;89.2;5.18
2020/08/31 22:25:25;89.19;89.55;4.54
2020/08/31 22:30:26;88.95;89.15;4.55
2020/08/31 22:35:25;89.28;89.53;4.24
2020/08/31 22:40:25;88.98;89.86;4.65
2020/08/31 22:45:24;88.93;89.65;4.67
2020/08/31 22:50:24;88.85;89.77;4.52
2020/08/31 22:55:24;89.21;89.4;4.3
2020/08/31 23:00:24;89.2;89.5;4.24
2020/08/31 23:05:25;89.28;89.64;3.92
2020/08/31 23:10:27;89.09;89.42;5.32
2020/08/31 23:15:24;89.1;89.12;4.46
2020/08/31 23:20:25;89.23;89.61;5.64
2020/08/31 23:25:24;89.44;89.57;4.34
2020/08/31 23:30:24;89.08;89.38;5.11
2020/08/31 23:35:24;89.02;89.26;4.12
2020/08/31 23:40:25;86.47;57.87;5.9
2020/08/31 23:45:24;89.18;89.47;4.37
2020/08/31 23:50:26;88.77;89.57;4.63
2020/08/31 23:55:24;89.07;89.6;3.92
2020/09/01 00:00:25;89.38;89.54;4.79
2020/09/01 00:05:25;89.2;82.49;4.07
2020/09/01 00:10:24;73.95;63.02;5.92
2020/09/01 00:15:24;89.13;89.71;4.39
2020/09/01 00:20:25;89.16;89.73;6.46
2020/09/01 00:25:24;89.28;89.73;4.52
2020/09/01 00:30:26;74.94;40.23;6.17
2020/09/01 00:35:24;88.93;89.55;4.33
2020/09/01 00:40:24;88.82;89.57;4.79
2020/09/01 00:45:24;88.94;89.65;3.97
2020/09/01 00:50:25;60.57;47.75;5.22
2020/09/01 00:55:25;89.09;89.46;4.39
2020/09/01 01:00:25;89.05;89.5;6.62
2020/09/01 01:05:25;89.3;89.4;3.99
2020/09/01 01:10:26;88.78;89.6;5.17
2020/09/01 01:15:24;89.25;89.4;3.96
2020/09/01 01:20:24;88.56;89.51;5.99
2020/09/01 01:25:24;89.24;89.27;4.17
2020/09/01 01:30:24;89.11;89.64;4.13
2020/09/01 01:35:24;89.21;89.05;4.19
2020/09/01 01:40:25;89.19;89.76;3.92
2020/09/01 01:45:24;89.23;89.43;4.14
2020/09/01 01:50:25;88.76;89.62;4.64
2020/09/01 01:55:24;89.09;89.41;4.66
2020/09/01 02:00:26;60.32;41.7;5.64
2020/09/01 02:05:24;89.39;89.65;4.03
2020/09/01 02:10:25;63.68;32.09;5.0
2020/09/01 02:15:25;89.17;89.35;4.31
2020/09/01 02:20:25;85.0;49.95;5.69
2020/09/01 02:25:25;89.36;89.44;4.28
2020/09/01 02:30:25;74.7;45.45;5.15
2020/09/01 02:35:25;89.15;89.26;4.3
2020/09/01 02:40:25;89.15;89.5;6.7
2020/09/01 02:45:25;89.28;89.73;4.47
2020/09/01 02:50:25;89.1;89.5;4.31
2020/09/01 02:55:25;89.36;89.37;4.29
2020/09/01 03:00:25;89.13;89.44;4.27
2020/09/01 03:05:25;89.4;89.65;4.26
2020/09/01 03:10:25;88.88;89.67;4.25
2020/09/01 03:15:25;89.37;89.33;4.25
2020/09/01 03:20:26;73.34;40.45;5.39
2020/09/01 03:25:25;89.11;89.37;4.23
2020/09/01 03:30:24;88.55;89.2;4.54
2020/09/01 03:35:24;89.19;89.6;3.98
2020/09/01 03:40:24;88.99;89.47;4.19
2020/09/01 03:45:24;89.14;89.64;4.34
2020/09/01 03:50:25;89.18;88.92;4.34
2020/09/01 03:55:24;89.06;89.26;3.95
2020/09/01 04:00:27;88.93;89.59;4.4
2020/09/01 04:05:24;88.81;89.66;4.11
2020/09/01 04:10:24;89.11;89.36;5.11
2020/09/01 04:15:24;89.23;89.26;3.75
2020/09/01 04:20:25;88.5;53.39;5.09
2020/09/01 04:25:25;89.17;89.74;4.12
2020/09/01 04:30:25;88.96;89.59;5.4
2020/09/01 04:35:25;89.07;89.27;4.17
2020/09/01 04:40:25;89.02;89.53;5.16
2020/09/01 04:45:25;89.33;89.25;4.47
2020/09/01 04:50:26;89.04;89.63;5.45
2020/09/01 04:55:25;89.13;89.41;4.32
2020/09/01 05:00:25;89.15;89.58;4.81
2020/09/01 05:05:25;88.82;89.74;4.21
2020/09/01 05:10:29;89.02;89.66;4.74
2020/09/01 05:15:25;89.25;89.29;4.59
2020/09/01 05:20:25;76.85;36.68;5.59
2020/09/01 05:25:25;89.29;89.79;4.17
2020/09/01 05:30:28;89.06;89.72;4.69
2020/09/01 05:35:25;89.24;89.37;4.21
2020/09/01 05:40:25;89.2;89.61;5.35
2020/09/01 05:45:25;89.34;89.68;4.17
2020/09/01 05:50:27;89.1;89.57;5.29
2020/09/01 05:55:24;89.3;89.52;3.92
2020/09/01 06:00:24;88.95;89.46;5.34
2020/09/01 06:05:24;89.21;89.43;3.95
2020/09/01 06:10:26;88.72;89.28;4.71
2020/09/01 06:15:25;89.37;89.38;4.38
2020/09/01 06:20:25;89.34;89.77;6.05
2020/09/01 06:25:25;89.35;89.49;4.29
2020/09/01 06:30:25;89.14;89.27;4.44
2020/09/01 06:35:25;89.34;89.73;4.35
2020/09/01 06:40:25;89.15;89.4;4.13
2020/09/01 06:45:25;89.17;89.51;4.38
2020/09/01 06:50:26;89.15;89.69;4.22
2020/09/01 06:55:25;89.17;89.62;4.7
2020/09/01 07:00:25;88.98;89.51;4.16
2020/09/01 07:05:25;89.1;89.37;4.12
2020/09/01 07:10:26;89.12;82.88;5.42
2020/09/01 07:15:25;89.05;89.48;3.84
2020/09/01 07:20:25;86.88;51.86;5.57
2020/09/01 07:25:25;85.58;89.34;3.82
2020/09/01 07:30:26;89.14;89.36;5.48
2020/09/01 07:35:25;89.21;89.31;4.34
2020/09/01 07:40:25;88.54;89.74;5.25
2020/09/01 07:45:25;89.21;89.53;4.38
2020/09/01 07:50:25;89.12;89.54;5.56
2020/09/01 07:55:25;89.17;89.27;4.3
2020/09/01 08:00:25;87.58;87.91;4.46
2020/09/01 08:05:25;88.97;89.73;3.81
2020/09/01 08:10:25;89.13;89.55;4.22
